ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1003,Impossible de se connecter au VPN Problème reproduit sur 2 postes.,Erreur 'connexion VPN échouée' depuis le télétravail. Client OpenVPN à jour. Captures d'écran disponibles.,network,high,"Vérifier certificat VPN, DNS et firewall.",fr,synthetic_tritux_v1,impossible de se connecter au vpn problème reproduit sur 2 postes.,erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. captures d écran disponibles.,impossible de se connecter au vpn problème reproduit sur 2 postes. erreur connexion vpn échouée depuis le télétravail. client openvpn à jour. captures d écran disponibles.
TRX-1142,Word affiche document corrompu Depuis la dernière mise à jour Windows.,Impossible d'ouvrir mon rapport.docx. Aucun changement matériel de mon côté.,software,medium,Récupération Word / versions OneDrive.,fr,synthetic_tritux_v1,word affiche document corrompu depuis la dernière mise à jour windows.,impossible d ouvrir mon rapport.docx. aucun changement matériel de mon côté.,word affiche document corrompu depuis la dernière mise à jour windows. impossible d ouvrir mon rapport.docx. aucun changement matériel de mon côté.
TRX-1301,Alias email non reçu Merci de traiter rapidement.,L'alias prenom.nom2 n'arrive pas. Impact sur mon activité quotidienne.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1,alias email non reçu merci de traiter rapidement.,l alias prenom.nom2 n arrive pas. impact sur mon activité quotidienne.,alias email non reçu merci de traiter rapidement. l alias prenom.nom2 n arrive pas. impact sur mon activité quotidienne.
TRX-1229,Webcam intégrée noire Merci de traiter rapidement.,Caméra allumée mais image noire dans Teams. Impact sur mon activité quotidienne.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1,webcam intégrée noire merci de traiter rapidement.,caméra allumée mais image noire dans teams. impact sur mon activité quotidienne.,webcam intégrée noire merci de traiter rapidement. caméra allumée mais image noire dans teams. impact sur mon activité quotidienne.
TRX-1112,Certificat SSL invalide sur portail Depuis la dernière mise à jour Windows.,Navigateur indique certificat non fiable. Aucun changement matériel de mon côté.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1,certificat ssl invalide sur portail depuis la dernière mise à jour windows.,navigateur indique certificat non fiable. aucun changement matériel de mon côté.,certificat ssl invalide sur portail depuis la dernière mise à jour windows. navigateur indique certificat non fiable. aucun changement matériel de mon côté.
TRX-1214,Batterie PC portable se décharge vite Depuis la dernière mise à jour Windows.,Autonomie < 1h alors que neuve il y a 2 ans. Aucun changement matériel de mon côté.,hardware,medium,"Diagnostic batterie, remplacement si usée.",fr,synthetic_tritux_v1,batterie pc portable se décharge vite depuis la dernière mise à jour windows.,autonomie 1h alors que neuve il y a 2 ans. aucun changement matériel de mon côté.,batterie pc portable se décharge vite depuis la dernière mise à jour windows. autonomie 1h alors que neuve il y a 2 ans. aucun changement matériel de mon côté.
TRX-1429,Demande accès GitLab - besoin aide,Nouveau développeur sans accès dépôt. Occurrence #4.,account,medium,Ajouter groupe gitlab-devs.,fr,synthetic_tritux_v1,demande accès gitlab - besoin aide,nouveau développeur sans accès dépôt. occurrence 4.,demande accès gitlab - besoin aide nouveau développeur sans accès dépôt. occurrence 4.
TRX-1359,Règle de redirection suspecte En télétravail uniquement.,Mails forward auto vers externe. Sur site le problème n'apparaît pas.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1,règle de redirection suspecte en télétravail uniquement.,mails forward auto vers externe. sur site le problème n apparaît pas.,règle de redirection suspecte en télétravail uniquement. mails forward auto vers externe. sur site le problème n apparaît pas.
TRX-1332,Boîte partagée inaccessible Urgent pour une livraison client.,support@tritux.com non visible. Deadline aujourd'hui 17h.,email,medium,Droits FullAccess mailbox.,fr,synthetic_tritux_v1,boîte partagée inaccessible urgent pour une livraison client.,non visible. deadline aujourd hui 17h.,boîte partagée inaccessible urgent pour une livraison client. non visible. deadline aujourd hui 17h.
TRX-1366,Erreur NDR 5.7.1,Envoi interne refusé avec NDR.,email,medium,Permissions send-as / connector.,fr,synthetic_tritux_v1,erreur ndr 5.7.1,envoi interne refusé avec ndr.,erreur ndr 5.7.1 envoi interne refusé avec ndr.
TRX-1101,Ransomware suspicion fichiers chiffrés En télétravail uniquement.,Extensions .locked apparues sur mon dossier Documents. Sur site le problème n'apparaît pas.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1,ransomware suspicion fichiers chiffrés en télétravail uniquement.,extensions .locked apparues sur mon dossier documents. sur site le problème n apparaît pas.,ransomware suspicion fichiers chiffrés en télétravail uniquement. extensions .locked apparues sur mon dossier documents. sur site le problème n apparaît pas.
TRX-1287,Désactivation compte collaborateur sorti En télétravail uniquement.,Offboarding: désactiver compte demain 18h. Sur site le problème n'apparaît pas.,account,high,Checklist offboarding AD/M365.,fr,synthetic_tritux_v1,désactivation compte collaborateur sorti en télétravail uniquement.,offboarding désactiver compte demain 18h. sur site le problème n apparaît pas.,désactivation compte collaborateur sorti en télétravail uniquement. offboarding désactiver compte demain 18h. sur site le problème n apparaît pas.
TRX-1013,Pas d'accès Internet sur le poste Merci de traiter rapidement.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Impact sur mon activité quotidienne.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1,pas d accès internet sur le poste merci de traiter rapidement.,plus de navigation web ni ping 8.8.8.8 depuis ce matin. impact sur mon activité quotidienne.,pas d accès internet sur le poste merci de traiter rapidement. plus de navigation web ni ping 8.8.8.8 depuis ce matin. impact sur mon activité quotidienne.
TRX-1308,Profil Windows corrompu Urgent pour une livraison client.,Impossible de charger le profil local. Deadline aujourd'hui 17h.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1,profil windows corrompu urgent pour une livraison client.,impossible de charger le profil local. deadline aujourd hui 17h.,profil windows corrompu urgent pour une livraison client. impossible de charger le profil local. deadline aujourd hui 17h.
TRX-1258,Compte verrouillé après tentatives,"Trop d'échecs de connexion, compte lock.",account,high,Unlock Active Directory / Azure AD.,fr,synthetic_tritux_v1,compte verrouillé après tentatives,trop d échecs de connexion compte lock.,compte verrouillé après tentatives trop d échecs de connexion compte lock.
TRX-1119,Demande d'audit des accès partage En télétravail uniquement.,Besoin de revoir qui a accès au dossier RH. Sur site le problème n'apparaît pas.,security,medium,Exporter ACL et valider avec Data Owner.,fr,synthetic_tritux_v1,demande d audit des accès partage en télétravail uniquement.,besoin de revoir qui a accès au dossier rh. sur site le problème n apparaît pas.,demande d audit des accès partage en télétravail uniquement. besoin de revoir qui a accès au dossier rh. sur site le problème n apparaît pas.
TRX-1111,Certificat SSL invalide sur portail Problème reproduit sur 2 postes.,Navigateur indique certificat non fiable. Captures d'écran disponibles.,security,high,Vérifier horloge système et certificat serveur.,fr,synthetic_tritux_v1,certificat ssl invalide sur portail problème reproduit sur 2 postes.,navigateur indique certificat non fiable. captures d écran disponibles.,certificat ssl invalide sur portail problème reproduit sur 2 postes. navigateur indique certificat non fiable. captures d écran disponibles.
TRX-1047,Câble RJ45 défectueux poste finance En télétravail uniquement.,"Lien ethernet down, LED orange éteinte. Sur site le problème n'apparaît pas.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1,câble rj45 défectueux poste finance en télétravail uniquement.,lien ethernet down led orange éteinte. sur site le problème n apparaît pas.,câble rj45 défectueux poste finance en télétravail uniquement. lien ethernet down led orange éteinte. sur site le problème n apparaît pas.
TRX-1015,Pas d'accès Internet sur le poste Problème reproduit sur 2 postes.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Captures d'écran disponibles.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1,pas d accès internet sur le poste problème reproduit sur 2 postes.,plus de navigation web ni ping 8.8.8.8 depuis ce matin. captures d écran disponibles.,pas d accès internet sur le poste problème reproduit sur 2 postes. plus de navigation web ni ping 8.8.8.8 depuis ce matin. captures d écran disponibles.
TRX-1016,Pas d'accès Internet sur le poste Depuis la dernière mise à jour Windows.,Plus de navigation web ni ping 8.8.8.8 depuis ce matin. Aucun changement matériel de mon côté.,network,high,"Vérifier câble/Wi-Fi, DHCP, proxy Tritux.",fr,synthetic_tritux_v1,pas d accès internet sur le poste depuis la dernière mise à jour windows.,plus de navigation web ni ping 8.8.8.8 depuis ce matin. aucun changement matériel de mon côté.,pas d accès internet sur le poste depuis la dernière mise à jour windows. plus de navigation web ni ping 8.8.8.8 depuis ce matin. aucun changement matériel de mon côté.
TRX-1216,PC ne démarre plus,"Écran noir au power on, ventilateurs tournent.",hardware,high,"Tester RAM/écran externe, atelier.",fr,synthetic_tritux_v1,pc ne démarre plus,écran noir au power on ventilateurs tournent.,pc ne démarre plus écran noir au power on ventilateurs tournent.
TRX-1302,Alias email non reçu Urgent pour une livraison client.,L'alias prenom.nom2 n'arrive pas. Deadline aujourd'hui 17h.,account,medium,Vérifier proxyAddresses Exchange.,fr,synthetic_tritux_v1,alias email non reçu urgent pour une livraison client.,l alias prenom.nom2 n arrive pas. deadline aujourd hui 17h.,alias email non reçu urgent pour une livraison client. l alias prenom.nom2 n arrive pas. deadline aujourd hui 17h.
TRX-1044,Câble RJ45 défectueux poste finance Urgent pour une livraison client.,"Lien ethernet down, LED orange éteinte. Deadline aujourd'hui 17h.",network,low,Remplacer câble et tester port switch.,fr,synthetic_tritux_v1,câble rj45 défectueux poste finance urgent pour une livraison client.,lien ethernet down led orange éteinte. deadline aujourd hui 17h.,câble rj45 défectueux poste finance urgent pour une livraison client. lien ethernet down led orange éteinte. deadline aujourd hui 17h.
TRX-1279,Changement de nom suite mariage Problème reproduit sur 2 postes.,Mettre à jour display name et email. Captures d'écran disponibles.,account,low,Ticket identité + sync HRIS.,fr,synthetic_tritux_v1,changement de nom suite mariage problème reproduit sur 2 postes.,mettre à jour display name et email. captures d écran disponibles.,changement de nom suite mariage problème reproduit sur 2 postes. mettre à jour display name et email. captures d écran disponibles.
